,Name,Spec,parx,Umag,Bmag,Vmag,Rmag,Imag,Jmag,Hmag,Kmag,dist,BV,MV,BC,L,coords,pmra,pmdec,rv,Binary_Cut,MsEst,MsTrue,int_comp
74,HIP 4907,G5V,39.2156862745098,0.0,8.43,7.67,0.0,0.0,6.334,5.977,5.9,25.5,0.76,5.6372990978302235,-2.0300000000000002,0.53,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (15.73689175, 69.22741699, 25.5)>",223.9,-148.4,0.0,False,0.9270677109434772,0.8744365891674414,0.05662939246988037
75,HIP 5110 A,K2V,37.835792659856224,0.0,10.219999999999999,9.12,0.0,0.0,7.122,6.623,6.479999999999999,26.43,1.1,7.009514184341448,-2.119999999999999,0.21,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (16.37462234, 15.39054012, 26.43)>",6.4,-196.8,0.0,False,0.7524496345269546,0.7389319500440674,0.01037377877047417
76,HIP 5224,K2V,34.1646737273659,0.0,9.77,8.84,0.0,0.0,7.149,6.694,6.5600000000000005,29.27,0.93,6.507886387831039,-2.33,0.28,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (16.69573021, -50.98947144, 29.27)>",489.4,10.7,0.0,False,0.8100971461478811,0.7599121324379864,0.011245169116217814
77,HIP 5247,K7V,66.97923643670462,0.0,10.29,9.0,0.0,0.0,6.468,5.824,5.6899999999999995,14.93,1.29,8.129700961374873,-0.8699999999999992,0.11,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (16.77560043, 63.94055176, 14.93)>",1548.2,319.3,0.0,False,0.6446838402992501,0.6870253445693936,0.033142913514264793
78,HIP 5286,K4V,47.50593824228028,0.0,9.5,8.36,0.0,0.0,6.422,5.927,5.709999999999999,21.05,1.14,6.743739499141564,-1.6099999999999994,0.26,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (16.90753746, 22.95617104, 21.05)>",99.1,-491.7,0.0,False,0.7821849948176633,0.8228952853616088,0.03666176643945931
79,HIP 5336,G5V,132.4503311258278,0.0,5.87,5.17,0.0,0.0,4.031,3.597,,7.55,0.7,5.7802652418540585,0.6100000000000003,0.46,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (17.05383873, 54.92422867, 7.55)>",3421.4,-1599.3,0.0,False,0.9062270128717205,0.8498415587464351,0.3403244725415992
80,HIP 5496,K5V,122.10012210012209,0.0,11.36,9.82,0.0,0.0,5.997,5.409,5.15,8.19,1.54,10.253580491197908,0.4399999999999995,0.04,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (17.59293747, -67.44634247, 8.19)>",389.2,572.0,0.0,False,0.5000214101482072,0.5131515590805923,0.05399407353679683
81,HIP 5521,K0V,36.92762186115214,0.0,8.39,7.66,0.0,0.0,6.346,6.029,5.94,27.08,0.73,5.496756699934466,-2.16,0.6,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (17.67511559, 42.93231583, 27.08)>",-153.5,-199.9,0.0,False,0.9482358303997012,0.9890500078522262,0.05050270460951851
82,HIP 5643,M4V,268.8172043010752,0.0,13.88,12.07,0.0,0.0,7.258,6.749,6.390000000000001,3.72,1.81,14.217285300590513,2.1500000000000004,0.007244359600749898,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (18.12459373, -17.00053978, 3.72)>",1210.1,647.0,0.0,False,0.35669223484882984,0.36936289144151,0.0328621191030975
83,HIP 5799,F3V,42.75331338178709,0.0,5.59,5.14,0.0,0.0,4.396,4.019,,23.39,0.45,3.294848890954235,-1.8499999999999996,4.09,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (18.59986115, -7.92350006, 23.39)>",123.7,277.6,0.0,True,1.390591696983751,1.4712536463386388,0.13678169866302664
84,HIP 5842 C,K2V,46.18937644341801,0.0,8.22,7.24,0.0,0.0,5.588,5.066,4.48,21.65,0.98,5.562710496553079,-1.6800000000000006,0.53,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (18.75133324, -68.8190918, 21.65)>",416.6,76.0,0.0,False,0.9382164190137258,0.9919181578824334,0.09602607920249348
85,HIP 5862,G0V,66.18133686300463,0.0,5.53,4.96,0.0,0.0,4.094,3.719,3.67,15.11,0.57,4.063677678304874,-0.9000000000000004,2.07,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (18.79403114, -45.53209686, 15.11)>",664.5,178.1,0.0,False,1.2090196470793575,1.2108482914716296,0.21460066129310512
86,HIP 5896 A,F5V,47.70992366412213,0.0,5.4,4.95,0.0,0.0,3.759,3.457,3.7,20.96,0.45,3.343043608441555,-1.6100000000000003,3.99,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (18.93956375, -68.87623596, 20.96)>",411.1,127.4,0.0,True,1.3781774677414411,1.337372020549958,0.1497223128789761
87,HIP 5938,K0V,38.595137012736394,0.0,8.32,7.55,0.0,0.0,6.208,5.828,5.74,25.91,0.77,5.482662935070875,-2.0699999999999994,0.62,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (19.10048103, -12.09698772, 25.91)>",134.2,-4.6,0.0,False,0.9503967935985183,0.9757073875500469,0.06045370091389391
88,HIP 5944,G0V,43.103448275862064,0.0,7.17,6.59,0.0,0.0,5.515,5.258,5.18,23.2,0.58,4.762560075545502,-1.83,1.1,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (19.12226105, 42.93949509, 23.2)>",-112.5,-30.5,0.0,False,1.07081570031616,1.0500690243861672,0.14172289964328386
89,HIP 5985,G2V,33.467202141900934,0.0,7.09,6.53,0.0,0.0,5.53,5.254,5.17,29.88,0.56,4.153097034283194,-2.37,1.91,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (19.24522972, -2.27881789, 29.88)>",259.1,-140.7,0.0,False,1.1900202810930682,1.1194056160075896,0.1060148496457577
90,HIP 6130,K0V,37.75009437523593,0.0,8.78,8.0,0.0,0.0,6.537,6.155,6.04,26.49,0.78,5.8845902085138455,-2.12,0.45,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (19.67020035, -0.86695898, 26.49)>",431.2,-250.2,0.0,False,0.8914455060817019,0.8428931941344677,0.03735298311553905
91,HIP 6339,K2V,35.18648838845883,0.0,9.38,8.46,0.0,0.0,6.814,6.388,6.280000000000001,28.42,0.92,6.191879632042746,-2.2700000000000005,0.36,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (20.36614609, 31.34165192, 28.42)>",529.7,-93.5,0.0,False,0.8499004710575151,0.8461285200717451,0.01852377343339045
92,HIP 6379,K0V,59.4883997620464,0.0,8.0,7.17,0.0,0.0,5.618,5.231,5.16,16.81,0.83,6.042161432802645,-1.13,0.39,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (20.49667549, 76.7103653, 16.81)>",-34.1,-34.5,0.0,False,0.8697784651449311,0.8386597505572299,0.13941217887323712
93,HIP 6390,K2V,33.82949932341001,0.0,9.73,8.76,0.0,0.0,7.052,6.587,6.51,29.56,0.97,6.406477851386059,-2.3599999999999994,0.31,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (20.53188133, -26.89255333, 29.56)>",-59.3,-226.4,0.0,False,0.8225616199661946,0.8052896611118404,0.01219356994539384
94,HIP 6405,G3V,38.77471888328809,0.0,7.6,6.97,0.0,0.0,5.804,5.484,5.39,25.79,0.63,4.912743289310312,-2.05,0.98,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (20.57305908, 18.68271255, 25.79)>",555.6,-3.8,0.0,False,1.0439968148963956,0.9944343258403924,0.09687395180633986
95,HIP 6706,F2V,39.66679888932962,0.0,5.71,5.34,0.0,0.0,4.866,4.557,,25.21,0.37,3.3321357716177697,-2.0,3.87,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (21.56366158, 19.17232132, 25.21)>",-26.8,10.2,0.0,False,1.3809742463888923,1.4042090010462491,0.13046237379884443
96,HIP 6762,G8V,34.07155025553662,0.0,8.67,7.93,0.0,0.0,6.588,6.227,6.16,29.35,0.74,5.591959472081834,-2.34,0.56,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (21.75571823, -0.156717, 29.35)>",298.4,-358.5,0.0,False,0.9338217005571677,0.9474495301013471,0.03352590684051797
97,HIP 6813,F5IV,34.94060097833682,0.0,5.24,4.82,0.0,0.0,4.17,3.995,3.7700000000000005,28.62,0.42,2.5366518528812128,-2.2800000000000002,8.14,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (21.91285515, 45.4069519, 28.62)>",357.0,-109.3,0.0,False,1.6068270070506656,1.6000044759176983,0.09165898120501052
98,HIP 6917,K2V,42.122999157540015,0.0,8.71,7.74,0.0,0.0,5.933,5.445,5.37,23.74,0.97,5.862596426907139,-1.88,0.53,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (22.26920891, 21.72361565, 23.74)>",455.6,-185.0,0.0,False,0.8945323921129462,0.8707862530463966,0.05863495579130766
99,HIP 7078,F6V,34.506556245686674,0.0,6.28,5.82,0.0,0.0,5.095,4.634,,28.98,0.46,3.5095080943242216,-2.3100000000000005,3.37,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (22.80632782, 70.26478577, 28.98)>",137.5,-76.0,0.0,False,1.3364150388023655,1.288000193520156,0.11791981474323254
100,HIP 7235,K0V,52.49343832020997,0.0,7.72,6.96,0.0,0.0,5.694,5.269,5.15,19.05,0.76,5.56052509994181,-1.4000000000000004,0.57,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (23.31514549, -24.17757416, 19.05)>",271.9,-159.5,0.0,False,0.9385459731309016,0.9660284615543084,0.13803166368075712
101,HIP 7276,G3V,33.87533875338753,0.0,6.39,5.75,0.0,0.0,4.627,4.391,4.26,29.52,0.64,3.39941823424498,-2.35,3.9,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (23.42805481, -7.02514315, 29.52)>",176.8,-81.5,0.0,False,1.3638422499176786,1.4056205854799635,0.11254639476775564
102,HIP 7339,G6V,48.402710551790896,0.0,7.209999999999999,6.52,0.0,0.0,5.296,4.941,4.89,20.66,0.69,4.944348414081991,-1.5799999999999992,0.97,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (23.64116287, 68.94786072, 20.66)>",-379.1,115.0,0.0,False,1.0384728076242966,1.0455969275749488,0.16279015966533525
103,HIP 7372 A,K1V,46.23208506703652,0.0,8.03,7.1,0.0,0.0,5.34,4.973,4.629999999999999,21.63,0.93,5.424717402804542,-1.6799999999999997,0.79,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (23.75398445, -29.91056824, 21.63)>",85.6,96.6,0.0,False,0.9593559593806923,0.9691354862852511,0.10744583573349847
104,HIP 7513,F8V,74.12898443291326,0.0,4.63,4.09,0.0,0.0,3.175,2.957,2.8499999999999996,13.49,0.54,3.4399402516404782,-0.6499999999999999,3.64,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (24.19990349, 41.40638351, 13.49)>",-172.6,-381.0,0.0,False,1.3536603686595743,1.3957249780592973,0.20397005235629398
105,HIP 7576,K0V,41.7536534446764,0.0,8.46,7.66,0.0,0.0,6.225,5.899,5.76,23.95,0.8,5.76347241124709,-1.9000000000000004,0.5,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (24.39735794, -6.7601862, 23.95)>",171.0,-97.7,0.0,False,0.9086395885984879,0.8509889052248388,0.06223284138048165
106,HIP 7585,G5V,39.01677721420211,0.0,7.43,6.76,0.0,0.0,5.62,5.328,5.22,25.63,0.67,4.7162569690787794,-2.04,1.17,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (24.42003059, 12.07836628, 25.63)>",123.2,6.6,0.0,False,1.0792779135780202,1.0641748118825982,0.11300152445544409
107,HIP 7601,G2V,36.52300949598247,0.0,6.5,5.88,0.0,0.0,4.776,4.526,4.41,27.38,0.62,3.692832781010144,-2.19,2.98,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (24.47908401, -82.97528839, 27.38)>",122.3,120.7,0.0,False,1.2923540700328617,1.3360213550134161,0.1274062951506381
108,HIP 7734,G5IV,46.79457182966775,0.0,7.300000000000001,6.61,0.0,0.0,5.353,5.022,4.970000000000001,21.37,0.69,4.960977389179653,-1.6500000000000004,0.96,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (24.89931679, 45.87832642, 21.37)>",216.8,-228.9,0.0,False,1.0355828040544135,1.0764280071529284,0.14937966207255496
109,HIP 7751 B,K2V,127.8772378516624,0.0,6.54,5.68,0.0,0.0,4.043,6.742,,7.82,0.86,6.213966234700759,0.54,0.34,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (24.94684601, -56.19644165, 7.82)>",286.1,16.7,0.0,True,0.8470249269640058,0.8908679410396035,0.33635794899791616
110,HIP 7765,K0V,81.9672131147541,0.0,10.34,9.09,0.0,0.0,7.0,6.463,6.33,12.2,1.25,8.65820084662626,-0.4399999999999995,0.05,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (24.98327065, 15.25944519, 12.2)>",126.0,-35.9,0.0,False,0.6023026654165785,0.5883782070584253,0.04136883048967426
111,HIP 7918,G2V,78.49293563579278,0.0,5.58,4.96,0.0,0.0,4.0,3.703,3.5700000000000003,12.74,0.62,4.434152860003342,-0.5300000000000002,1.49,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (25.44381523, 42.61380768, 12.74)>",791.4,-180.2,0.0,False,1.1328921810748276,1.082347502268359,0.2476588988960212
112,HIP 7978,F8V,57.37234652897303,0.0,6.05,5.52,0.0,0.0,4.791,4.399,,17.43,0.53,4.313513064450033,-1.21,1.64,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (25.62146378, -53.74057388, 17.43)>",167.0,-106.7,0.0,False,1.1569432386037384,1.1350377007951775,0.2011862611143372
113,HIP 7981,K1V,132.8021248339973,0.0,6.08,5.24,0.0,0.0,3.855,3.391,3.2100000000000004,7.53,0.84,5.856025118996497,0.6200000000000001,0.47,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (25.62479019, 20.27015114, 7.53)>",-302.1,-677.4,0.0,False,0.8954577155953152,0.9197174694577938,0.34040654406301035
114,HIP 8039,K0V,34.42340791738381,0.0,9.1,8.24,0.0,0.0,6.803,6.395,,29.05,0.86,5.924269316368252,-2.3100000000000005,0.44,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (25.80956841, -21.61974525, 29.05)>",50.5,-9.5,0.0,False,0.8859156168781521,0.8985063499392547,0.023906769155074784
115,HIP 8070,K5V,73.63770250368188,0.0,9.62,8.42,0.0,0.0,6.122,5.51,5.38,13.58,1.2,7.755501150277585,-0.6600000000000001,0.13,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (25.92185974, 63.82481384, 13.58)>",-394.2,-581.8,0.0,False,0.6777761388553567,0.6822982230456291,0.07016027458924586
116,HIP 8102,G8V,273.97260273972597,0.0,4.220000000000001,3.49,0.0,0.0,2.149,1.8,1.6800000000000002,3.65,0.73,5.678535677717626,2.1899999999999995,0.52,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (26.02136421, -15.93955612, 3.65)>",-1721.8,854.1,0.0,False,0.9209859505545624,0.8681605777349674,0.4177749238998349
117,HIP 8209 A,F2IV,35.57452863749555,0.0,5.69,5.29,0.0,0.0,4.765,4.316,,28.11,0.4,3.045695771962796,-2.24,5.08,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (26.41106033, -25.05243492, 28.11)>",159.5,-72.4,0.0,True,1.4571859824937967,1.3997577459726105,0.11020435158162571
118,HIP 8275,K5V,41.63197335553705,0.0,9.95,8.91,0.0,0.0,6.929,6.437,6.32,24.02,1.04,7.007134984665564,-1.9000000000000004,0.21,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (26.66124344, 12.41195488, 24.02)>",33.3,-75.5,0.0,False,0.7527080764586386,0.7892815722142713,0.014048970458494663
119,HIP 8362,K0V,99.30486593843096,0.0,6.43,5.63,0.0,0.0,4.596,4.133,3.84,10.07,0.8,5.61485264723191,-0.009999999999999787,0.55,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (26.93360138, 63.85309982, 10.07)>",582.0,-246.8,0.0,False,0.9304026013031859,0.898732068252502,0.2948735949937596
120,HIP 8433,F8V,35.89375448671931,0.0,6.34,5.78,0.0,0.0,4.832,4.474,4.34,27.86,0.56,3.5550944395602766,-2.22,3.36,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (27.17366028, 32.68948746, 27.86)>",-166.7,297.4,0.0,False,1.3252732056970797,1.3162587307405011,0.12273588239216847
121,HIP 8486,G0V,44.32624113475177,0.0,7.38,6.75,0.0,0.0,5.536,5.289,,22.56,0.63,4.9833045234434765,-1.7599999999999998,0.92,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (27.34762383, -10.70331573, 22.56)>",-122.6,-100.4,0.0,False,1.031720218414382,0.9817548204120574,0.1343158275709714
122,HIP 8497,F0V,43.122035360068985,0.0,4.98,4.65,0.0,0.0,3.656,3.47,3.8900000000000006,23.19,0.33,2.8234962568100634,-1.8200000000000003,6.09,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (27.39662933, -10.68618107, 23.19)>",-148.9,-94.5,0.0,False,1.5201618613379866,1.5837572271916598,0.12139148116713823
123,HIP 8514,F6V,36.563071297989026,0.0,6.87,6.37,0.0,0.0,5.416,5.173,5.07,27.35,0.5,4.185213346652752,-2.1900000000000004,1.85,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (27.45359421, -38.40348434, 27.35)>",2.1,282.4,0.0,False,1.1832956128056502,1.1638031838387453,0.13266711707218357
124,HIP 8543,K1V,39.04724716907457,0.0,8.83,8.06,0.0,0.0,6.599,6.195,6.11,25.61,0.77,6.017952107657853,-2.040000000000001,0.4,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (27.53293228, 29.46472931, 25.61)>",-35.8,-63.8,0.0,False,0.8730568956267021,0.8759674805624941,0.034737646781683805
125,HIP 8768,K5V,90.8265213442325,0.0,10.32,8.88,0.0,0.0,6.064,5.405,5.170000000000001,11.01,1.44,8.671063405141242,-0.21000000000000085,0.09,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (28.20266342, -22.43485451, 11.01)>",844.0,-0.8,0.0,False,0.6013303739829771,0.5889040627757206,0.0712401726475328
126,HIP 8796,F6IV,51.49330587023686,0.0,3.91,3.42,0.0,0.0,2.406,2.182,2.24,19.42,0.49,1.978753872140069,-1.44,13.85,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (28.27041626, 29.5793972, 19.42)>",12.0,-233.7,0.0,False,1.7945666728656129,1.8326946584562451,0.10010791219374227
127,HIP 8867,G5V,44.38526409232134,0.0,9.47,8.46,0.0,0.0,6.614,6.105,6.010000000000001,22.53,1.01,6.6961940413808465,-1.7600000000000007,0.25,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (28.52575111, 66.17653656, 22.53)>",-44.9,-139.2,0.0,False,0.787693418173687,0.7676078762928409,0.03171404501190269
128,HIP 8903,A5V,55.5864369093941,0.0,2.79,2.63,0.0,0.0,2.34,2.351,2.37,17.99,0.16,1.3548441832722433,-1.2699999999999998,24.76,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (28.65978813, 20.80829811, 17.99)>",96.3,-108.8,0.0,False,2.039103742554903,1.9522808592213663,0.08392613868320799
129,HIP 9007,G8III,56.02240896358542,0.0,4.53,3.69,0.0,0.0,2.277,1.887,,17.85,0.84,2.4318088977589403,-1.2599999999999998,10.95,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (28.98680115, -51.60958862, 17.85)>",681.2,284.2,0.0,False,1.6401028061339318,1.547495887938723,0.11790649129095541
130,HIP 9044,K5V,50.15045135406218,0.0,9.75,8.61,0.0,0.0,6.566,5.99,5.889999999999999,19.94,1.14,7.111374230121815,-1.4999999999999991,0.2,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (29.13320541, -60.22710037, 19.94)>",446.7,190.2,0.0,False,0.7415123775554072,0.7486409649448342,0.029163738766923287
131,HIP 9085,F6V,37.216226274655746,0.0,6.56,6.09,0.0,0.0,5.229,4.958,4.83,26.87,0.47,3.9436616678341574,-2.1399999999999997,2.29,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (29.24856758, -51.76684952, 26.87)>",348.8,249.4,0.0,False,1.2351732432294897,1.2800708834920564,0.13406815330487462
132,HIP 9236,F0V,45.43389368468877,0.0,3.15,2.86,0.0,0.0,2.124,1.927,2.05,22.01,0.29,1.1468997872332594,-1.71,28.75,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (29.6911335, -61.5699234, 22.01)>",262.5,26.9,0.0,False,2.129879986908473,2.20252403520244,0.06539330650851846
133,HIP 9269,G5V,40.03202562049639,0.0,7.91,7.14,0.0,0.0,5.755,5.407,5.319999999999999,24.98,0.77,5.152037829809416,-1.9899999999999993,0.85,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (29.77693176, 33.21053696, 24.98)>",243.2,-352.8,0.0,False,1.003174368236797,0.9459838640173228,0.09151989900697012
134,HIP 9716,K0V,39.06249999999999,0.0,8.6,7.77,0.0,0.0,6.372,5.961,5.88,25.6,0.83,5.728800173440751,-2.039999999999999,0.51,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (31.24714279, -15.67799377, 25.6)>",20.2,-45.1,0.0,False,0.9136504049844489,0.9543035722049397,0.050261217310519454
135,HIP 9724,M3V,109.40919037199123,0.0,11.709999999999999,10.19,0.0,0.0,6.542,5.898,5.659999999999999,9.14,1.52,10.385269021330842,0.19000000000000128,0.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (31.26683426, -17.61420822, 9.14)>",1317.5,-173.9,0.0,False,0.49303243290829096,0.5215143261112415,0.02532312641335704
136,HIP 9829,G2V,43.917435221783045,0.0,7.55,6.89,0.0,0.0,5.709,5.409,5.3,22.77,0.66,5.103184846924286,-1.79,0.83,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (31.62599754, 24.33435059, 22.77)>",6.4,-147.2,0.0,False,1.0113234759189595,1.0539011280240957,0.12114871632886101
137,HIP 9884,K2III,49.55401387512388,0.0,3.1599999999999997,2.01,0.0,0.0,-0.196,-0.749,-0.6400000000000001,20.18,1.15,0.4853941904955408,-1.5199999999999998,85.89,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (31.79285812, 23.46277618, 20.18)>",190.7,-145.8,0.0,False,2.4543812369915106,2.3589731856645573,0.050108085205091454
138,HIP 10031,F8V,36.83241252302026,0.0,7.11,6.57,0.0,0.0,5.519,5.313,5.24,27.15,0.54,4.401150830375672,-2.17,1.52,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (32.28206253, 71.55258942, 27.15)>",308.3,-239.6,0.0,False,1.1394027905878117,1.0802512758386333,0.11919654182835147
139,HIP 10138,K1V,92.76437847866418,0.0,6.93,6.12,0.0,0.0,4.785,4.245,,10.78,0.81,5.956906195746401,-0.16000000000000014,0.42,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (32.6000061, -50.82531357, 10.78)>",2092.8,654.3,0.0,False,0.8814046547417377,0.9135346186452096,0.2813673941083428
140,HIP 10279,M3V,96.06147934678194,0.0,11.479999999999999,10.04,0.0,0.0,6.83,6.321,6.079999999999999,10.41,1.44,9.952746352447319,-0.08999999999999986,0.03,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (33.09173965, 3.58012295, 10.41)>",-1761.1,-1852.8,0.0,False,0.5167413155961421,0.5485899024279088,0.019974131527594682
141,HIP 10301,K2V,34.90401396160558,0.0,9.25,8.38,0.0,0.0,6.776,6.383,6.250000000000001,28.65,0.87,6.094376868482957,-2.280000000000001,0.39,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (33.1792984, -53.74396515, 28.65)>",-107.7,31.2,0.0,False,0.862768763182144,0.8460049745841849,0.0200675778760589
142,HIP 10306,F5V,34.6380325597506,0.0,5.670000000000001,5.23,0.0,0.0,4.73,4.405,,28.87,0.44,2.927766080596398,-2.3100000000000005,5.74,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (33.1999321, 21.21098328, 28.87)>",162.5,4.1,0.0,False,1.4901741026789865,1.4959718719196333,0.10361558675932574
143,HIP 10321,G0V,37.24394785847299,0.0,7.88,7.21,0.0,0.0,5.944,5.649,5.57,26.85,0.67,5.0652785498221276,-2.1500000000000004,0.87,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (33.22900009, 40.6686058, 26.85)>",59.3,-108.8,0.0,False,1.0177110897310608,1.0749816737660325,0.07970319034063177
144,HIP 10339,G0V,38.19709702062642,0.0,8.049999999999999,7.35,0.0,0.0,6.067,5.749,5.66,26.18,0.7,5.260151788926315,-2.09,0.74,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (33.30537796, 40.50782013, 26.18)>",58.1,-95.9,0.0,True,0.9854672755532574,0.9200535137489314,0.07404249383065133
145,HIP 10395,M1V,79.68127490039839,0.0,11.82,10.32,0.0,0.0,6.961,6.327,6.1000000000000005,12.55,1.5,9.826781370914716,-0.4900000000000002,0.04,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (33.4712677, -32.03994751, 12.55)>",759.1,-534.7,0.0,False,0.5240665656856175,0.5575863465470713,0.01184231610827655
146,HIP 10416,K4V,44.014084507042256,0.0,9.610000000000001,8.55,0.0,0.0,6.66,6.184,6.010000000000001,22.72,1.06,6.767958364805095,-1.7800000000000011,0.25,"<SkyCoord (ICRS): (ra, dec, distance) in (deg, deg, pc)
    (33.55657196, -3.63467407, 22.72)>",-12.1,-217.7,0.0,False,0.7794015816987399,0.8196535068077389,0.025300404931796888
